osmanlica,transkripsiyon
صور مع رأس,Sur maa Res
صور مع ولعس,Sur maa Velas (?)
صوردى طوب اطالرى,Sordıtob Adaları
صورغن قسطمونى,Sorgun-ı Kastamonu
صورغون,Sorgun
صورويج,Soroviç
صوسز,Susuz
صوسزمسلم,Susuzmüsellem
صوسه,Suse
صوصغيرى,Susığırlık (Susığırı)
صوصكرد,Sosgerd
صوصورلى,Susurlu
صوصيغرلق,Susığırlık
صوغان,Soğan
صوغداق,Soğudak
صوغله,Suğla
صوغوداق,Soğudak
صوغوق پيكار,Soğukpınar
صوفيلر,Sofular
صوفيلو,Sofulu
صوفيلى,Sofulu
صوق بلآق,Sovukbulak
صوق بلاق,Sovukbulak
صوقول,Sokol
صوقوينى مع بوقو,Sokavini maa Buko
صول قول,Solkol
صولنق,Solnok
صولنه (؟),Sulina (?)
صولنوق,Solnok
صولوجه,Suluca
صولين,Solin
صوما,Soma
صوما ق,Sumak
صوماته,Sumata
صوماق,Sumak
صومخيط,Sumhayt
صومطر,Sumatar
صومه,Soma
صومه [مع] ترحاله,Soma [maa] Tarhala
صومه مع تارحاله,Soma maa Tarhala
صومه مع تارخاله و قرق اغاچ,Soma maa Tarhala ve Kırkağaç
صوناقور,Sunakur
صونبور,Sonbor
صونده,Sonda
صونسه,Sonisa
صونغورلى,Sungurlu
صونيسا,Sonisa
صونيسا مع نيكسار,Sonisa maa Niksar
صونيسا و نيكسار,Sonisa ve Niksar
صونيسه,Sonisa
صوه,Sava
صوور,Suvar
صوولاق,Sovalak
صوپوت,Sopot
صوپيه,Sopye
صوچاتى,Suçatı
صيادا,Sayada
صيدا,Sayda
صيدا و بيروت,Sayda ve Beyrut
صيداوبيروت,Sayda ve Beyrut
صير بنى ياس,Sir Beniyas
صيعان,Sayan
صيغرى,Sığrı
صيغه جق,Sığacık
صيغه حق,Sığacak
صيچان,Sıçan
صَارُوخَان,Saruhan
صَغمَانْ,Sağman
صَلاَوار,Salavar
صَنْعا,Sana
صُمايْ,Sumay
صپانجا,Sapanca
صپانجه,Sapanca
صچان,Sıçan
ضحى,Dahi
ضمانتو,Zamantı
ضمانتى,Zamantı
ضمانطى,Zamantı
ضنيه,Zıniye
ضنيه مع طرابلس شام,Zıniye maa Trablusşam
ضهرالغربى,Zahrulgarbi
ضهرة ابو مصلح,Zahret Ebumuslih
ضهرة ام الطرحان,Zahret Ümmüttarhan
ضهرة جعفري,Zahret Caferi
ضهرة سقاره,Dahra-i Sekare
ضهرة سمر,Zahret Simer
ضهرة مرعي,Zahret Mera
ضهره,Duhara
ضُوير,Duvayr
ضُويَرْ,Duvayr
ضُوَيرْ,Duvayr
ضِغاره,Dıgara
طا لنده,Talanda
طائف,Taif
طابور,Tabur
طابيه,Tabiye
طاراطه,Darada
طارجال,Tarcal
طارجالي قرستور,Tarcalikarestur
طارناق,Tarnak
طارو اوزى,Darıözü
طارى ويران,Darıviran
طاريا,Taraya
طاسونيس,Tasonis
طاش آغيل,Taşağıl
طاش اباد,Taşabad
طاش اغلى,Taşağılı
طاش اوجى,Taşucu
طاش اوز,Taşöz
طاش اوزاداسى,Taşöz
طاش اولوق,Taşoluk
طاش ايل,Taşil
طاش ايلى,Taşili
طاش رومى,Taşrumi
طاش قصبه سى,Taşkasabası
طاش كبرى,Taşköprü
طاش كوپرى,Taşköprü
طاش كوپرى و طولاب مير حسين,Taşköprü ve Dolab-ı Mirhüseyin
طاش كپرى,Taşköprü
طاشكبرى,Taşköprü
طاشكسان,Taşkesen
طاشكوپرى,Taşköprü
طاشكپرى,Taşköprü
طاشلق اوتلوغى,Taşlıkotluğu
طاشلوجه,Taşlıca
طاشلى,Taşlı
طاشلى بلغه,Taşlıbulga
طاشلى دره,Taşlıdere
طاشلى چاى,Taşlıçay
طاشليجه,Taşlıca
طاشليچه,Taşlıca
طاشوز,Taşöz
طاطوى,Tatoy
طاطيه,Dadya
طاغ,Dağ
طاغ آردى,Dağardı
طاغ اردى,Dağardı
طاغ ايلى,Dağili
طاغ باشى,Dağbaşı
طاغ كنارى,Dağkenarı
طاغ مرمره,Dağmarmara
طاغستان انجه,Dağistan-ı İnce
طاغستان ديزاق,Dağistan-ı Dizak
طاغستان زكم,Dağistan-ı Zegem
طاغستان سنقور اباد,Dağistan-ı Sunkurabad
طاغستان شمكور,Dağistan-ı Şemkür
طاغستان كنجه,Dağistan-ı Gence
طاغستان كورك,Dağistan-ı Kürek
طاغلو,Dağlı
طاغلى,Dağlı
طاقماق,Takmak
طاقه,Taka
طاقوق,Dakuk
طالنده,Talanda
طاليش و كلستان,Talış ve Gülistan
طانيل,Tanil
طاهر,Tahir
طاورغه,Tavurga
طاوسكر,Tavusker
طاوسكر مع بيكرك,Tavusker maa Pertekrek (Pikrek)
طاوسى,Tavsı
طاوشان,Tavşan
طاوشان آطه لرى,Tavşan Adaları
طاوشان اطه لرى,Tavşan Adaları
طاوشانلو,Tavşanlı
طاوشانلى,Tavşanlı
طاوشنلو,Tavşanlı
طاوغانه,Davgana
طاوق,Tavuk
طاولا,Tavla
طبارقه,Tabarka
طبان,Taban
طبانلو و بوز اولوس,Tabanlı ve Bozulus
طبرسوق,Tabersuk
طبرق,Tobruk
طبرقه,Tabarka
طبريه,Taberiye
طبريّه مع نواحى,Taberiye maa Nevahi
طرا بلوس شام,Trablusşam
طرابزون,Trabzon
طرابلس غرب,Trablusgarb
طرابلس غرب و بنغازى,Trablusgarb ve Bingazi
طرابلس مع مَرابَطين,Trablusgarb (Trablus) maa Murabıtayn
طرابلسغرب,Trablusgarb
طرابلوس شام,Trablusşam
طرابلوس غرب,Trablusgarb
طراحيه,Tırahiye
طراقلو بورلو,Taraklıborlu
طراقلو بورلى,Taraklıborlu
طراقلى,Taraklı
طراقلى بورلو,Taraklıborlu
طراقلى بورلى,Taraklıborlu
طرانداكيا,Tarandakiya
طراونه,Travna
طربزون,Trabzon
طربلس شام,Trablusşam
طربلوس شام,Trablusşam
طربلوس غرب,Trablusgarb
طربلوس غَرب,Trablusgarb
طرسوس,Tarsus
طرقلو بورلى,Taraklıborlu
طرليس,Tırlis
طرنواچ,Tırnovaç
طرنوه,Tırnova
طرنوه جق,Tırnovacık
طرنووه,Tırnova
طرنوى,Tırnova
طرنوى مع نواحى,Tırnova maa Nevahi
طرنويجق,Tırnovacık
طره باى,Turabay
طره بزون,Trabzon
طره بلس شام,Trablusşam
طره بلوس غرب,Trablusgarb
طره پلوجه,Trepoliçe
طره پليجه,Trepoliçe
طره پوليچه,Trepoliçe
طرول,Torul
طرييو,Triyo
طسوج,Tasuc
طغان كچدى,Doğangeçidi
طغان كچيدى,Doğangeçidi
طغانجيلر اوتلوغى,Doğancılarotluğu
طفره,Tafra
طفيله,Tafile
طلامان,Dalaman
طلانده,Talanda
طلحاى ملك,Talha-yı Melik (?)
طلمان,Dalaman
طلنده,Talanda
طلوار,Talvar
طماشوان سكت,Tameşvan Siget
طماشين,Tamaşin
طماق,Tamak
طمان,Taman
طمان اطه سى,Taman
طمراش,Tamraş
طمش,Tımış
طمشوار,Tımışvar
طمشْوآر,Tımışvar
طنطا,Tanta
طنطوره,Tantura
طها,Taha
طهران,Tahran
طهطا,Tahta
طهطهاء منشيه,Tahtaha-i Münşiye
طهماسيّه,Tahmasiye
طو نه,Tuna
طوابِين,Tavabin
طواس,Tavas
طواس مع وقفلر,Tavas maa Vakıflar
طوباقلى,Topaklı
طوبجى,Topçu
طوبرالى,Torbalı (Tobralı)
طوبرق,Tobruk
طوبره لى,Torbalı (Tobralı)
طوت,Tut
طوتاق,Tutak
طوترقان,Tutrakan
طوتره قان,Tutrakan
طوتلى,Dutlu
طوخمه,Tohma
طور,Tur
طور سينا,Tur-ı Sina
طور يان,Toryan
طوراج اوغلي,Turaçoğlu
طوراسى,Turası
طوربا لو,Torbalı
طوربالى,Torbalı
طوربالى مع تريانده,Torbalı maa Tiryanda
طوربه لى,Torbalı
طورتونلى,Tortunlu
طورحال,Turhal
طورحال مع عشائر,Turhal maa Aşair
طورطوم,Tortum
طورغود تركمان بوز اولوس,Turgud Türkmen-i Bozulus
طورغود و بوز اولوس,Turgud ve Bozulus
طورغودلو,Turgudlu
طورغودلى,Turgudlu
طورغودلى ايليجه,Turgudlu Ilıca
طورل,Torul
طورلوطي,Turloti
طورنا,Turna
طورنالى,Turnalı
طوروغوى,Dorogoy
طورول,Torul
طوريان,Toryan
طوز,Tuz
طوز حصار,Tuzhisar
طوز خورماتو,Tuzhurmatu
طوز خورماتى,Tuzhurmatu
طوزاق مع دوشملر,Tuzak maa Döşemeler (?)
طوزبرون,Tuzburun
طوزجيان,Tuzcuyan
طوزسز,Tuzsuz
طوزلق,Tuzluk
طوزله,Tuzla
طوزله كوزى,Tuzlagözü
طوزلۀ بالا,Tuzla-i Bala
طوزلۀ زير,Tuzla-i Zir
طوزلۀ زير و بالا,Tuzla-i Zir ve Bala
طوسكر,Tavusker
طوسيه,Tosya
طوشان,Tavşan
طوشان اطه لرى,Tavşan Adaları
طوشانلو,Tavşanlı
طوشانلى,Tavşanlı
طوشنلو,Tavşanlı
طوطاق,Tutak
طوطى,Dudu
طوطيلو,Totilo
طوغان بك,Doğanbey
طوغان حصار,Doğanhisar
طوغان حصار مع دربند قادين خانى,Doğanhisar maa Derbend-i Argıdhanı (Derbend-i Kadınhanı)
طوغان حصارى,Doğanhisarı
طوغانحصار,Doğanhisar
طوغانحصارى مع دربند ارغيد خانى,Doğanhisar (Doğanhisarı) maa Derbend-i Argıdhanı
طوغانكوى,Doğanköy
طوغله,Doğla
طوغنحصار,Doğanhisar
طوغوت,Tuğut
طوق الله,Tavkullah
طوقليان,Tokluyan
طوقماق آطه لرى,Tokmak Adaları
طوقمق اطه لرى,Tokmak Adaları
طوكدرمه,Dondurma
طوكنر,Tavginer
طولاب مير حسين,Dolab-ı Mir Hüseyin
طولجى,Tulca
طولنه,Tolna
طوماتجه,Domatca
طومارزه,Tomarza
طوماش هيد,Tomaşhid
طوماشى,Tomaşi
طوماشين,Tomaşin
طومانيج,Domaniç
طومانيس,Tomanis
طوملوجه,Dumluca
طومليجه,Dumluca
طونجه,Tunca
طونس,Tunus
طونه,Tuna
طونيه,Tonya
طونيه و وقف كبير,Tonya ve Vakf-ı Kebir
طويان,Toyan (?)
طويران,Doyran
طويل رقدان,Tavil Rukdan
طويله,Tavile
طويلى مع عثمان ايلى,Toylu (?) maa Osmaneli
طوپجى,Topçu
طوپراق آطه,Toprakada
طوپچى,Topçu
طى غانى,Taygani (?)
طيبنه,Tibne
طير,Tayr
طيفور,Tayfur
طَنْطا,Tanta
طَنْظُور مع ماتِيّه ورشوان,Zanzur (Tanzur) maa Matiye ve Rişvan
طَها,Taha
طَهْطا,Tahta
طَهْطَا,Tahta
طُبرُوقْ,Tobruk
طُوتْره قان,Tutrakan
طُورْيان,Toryan
طُونه,Tuna
طِرَاوْنَه,Travna
طپان,Tapan
ظارزيس,Zarzis
ظالف,Zalif
ظالم,Zalim
ظانظور,Zanzur
ظرزيس,Zarzis
ظفير,Zafir
ظمانتى,Zamantı
ظنظور,Zanzur
ظنيه,Zıniye
ظهر الغربى,Zahrulgarbi
ظهرالغربى و قدموس و جرد العليقه,Zahrulgarbi ve Kadmus ve Cürdülulleyka
ظواره,Zuvara
ظور,Zor
ظوَارَه,Zuvara
ظَارْزِيسْ,Zarzis
ظَواره,Zuvara
عادالجواز,Adilcevaz
عادلجواز,Adilcevaz
عادلجواز مع بليس,Adilcevaz maa Bitlis (Bilis)
عادى الجواز,Adilcevaz
عاشق,Aşık
عاصى,Asi
عاصى ميخاليج,Asimihaliç
عاقو,Aku
عاليشار,Alişar
عاموده,Amuda
عانه,Ana
عاهره,Ahire
عاهم,Ahim
عبادان,Abadan
عباس,Abbas
عبانه,Abana
عبد الحليم,Abdulhalim
عبد الدره,Abduddürre
عبد الرحمن بك اوبه سى,Abdurrahmanbeyobası
عبد الرحمن غازى,Abdurrahmangazi
عبد الغاب,Abdulgab
عبد الغالي,Abdulgali
عبد الفادى,Abdulfadi
عبد الله ديه,Abdullahdiye
عبدالان,Abdalan
عبدالله,Abdullah
عبدالله قروص,Abdullahkurus
عبدى اولان,Abdiulan
عبس,Abs
عبش,Abeş
عبوس,Abus
عبوين,Abveyn
عبيد,Ubeyd
عبّاس,Abbas
عتاره مرج,Attaremerc
عتبات,Atabat
عتمه,Utma
عثمان بازارى,Osmanpazarı
عثمان پازارى,Osmanpazarı
عثمان پازارى_x001C_,Osmanpazarı
عثمان پاشالر,Osmanpaşalar
عثمان پشه لر,Osmanpaşalar
عثمانجق,Osmancık
عثمانلى,Osmanlı
عثمانلى مع الكسى,Osmanlı maa Aleksi (?)
عثمانيه,Osmaniye
عجار,Acar
عجلون,Aclun
عجلون كوره,Aclun Küre
عجلون مع توابع,Aclun maa Tevabi
عجلون و بنى وهدان,Aclun ve Benivehdan
عجم بابا,Acembaba
عجمستان,Acemistan
عجوز,Acuz
عجوز و زاخوم,Acuz ve Zahom
عجوزه,Acuze
عجوه,Acve
عجيلات,Uceylat
عدن,Aden
عديد,Udeyd
عدين,Udeyn
عراق,Irak
عراق عرب,Irak-ı Arab
عرب,Arab
عرب كندى,Arabkendi
عربستان,Arabistan
عربسون,Arabsun
عربكر,Arabgir
عربكير,Arabgir
عربى,Arabi
عربيا,Arabiya
عربگير,Arabgir
عرجه,Arca
عرد,Arad
عرفات,Arafat
عرفوش,Arfuş
عرفيه,Örfiye
عرق قورب,Irk-ı Kurab
عرقا,Arka
عرقوب,Arkub
عرقوب اعلا,Arkub-ı Ala
عرقوب شمالى,Arkub-ı Şimali
عرقوب فوقانى,Arkub-ı Fevkani
عرقوب فوقانى و تحتانى,Arkub-ı Fevkani ve Tahtani
عرمان,Urman
عرناس,Arnas
عرنون,Arnun
عروه,Arva
عريش,Ariş
عزازمه,Azazime
عزالدين,İzzeddin
عزه ورمله ومجدل,Gazze ve Remle ve Mecdel
عزير,Üzeyr
عزير اعرابى,Azir Arabı
عزير مع بقراص و قنق,Özerili (Üzeyr) maa Bakras ve Kınık
عزير مع قنق,Özerili (Üzeyr) maa Kınık
عزير و بالس,Özerili (Üzeyr) ve Balis
عزيز,Aziz
عزيزى,Azizi
عزيزيه,Aziziye
عزيزيّه,Aziziye
عزيزيۀ بالا,Aziziye-i Bala
عزيه,İzziye
عسعس,Asas
عسقلان,Askalan
عسكر,Asker
عسير,Asir
عشائر سبعه,Aşair-i Seba
عشائر عربان,Aşair-i Urban
عشائرسبعه,Aşair-i Seba
عشار,Aşşar
عشاق مع بناز,Uşak maa Banaz
عشاق مع ناحيۀ اولو كوبك,Uşak maa Nahiye-i Ulugöbek
عشاير الوس,Aşayir-i Ulus
عشاير مسكون جبل امير و چفتلكات چفته لر و موصليجه و بوز اولوس,Aşayir-i Meskun-ı Cebel-i Emir ve Çiftlikat-ı Çifteler ve Musluca ve Bozulus
عشاير مع محمودى,Aşair maa Mahmudi
عشقلر,Işıklar
عشيرت رشوان,Rişvan
عشيق,Aşık
عطاق,Atak
عفار,Affar
عفك,Afak
عقبان,Ukban
عقبه,Akabe
عقره,Akra
عقيق,Akik
عك,Akke
عكا,Akka
عكاظ,Ukaz
عكان,Ukan
عكه,Akka
علا,Ula
علائيه,Alaiye
علائيه مع قريه لر,Alaiye maa Karalar (Karyeler)
علائيه مع نواحى,Alaiye maa Nevahi
علائيه واقسكى,Alaiye ve Akseki
علائيّه,Alaiye
علاج,Alac
علان,Allan
علاونه,Alavna
علبه,Alba
علفلى,Alefli
علميا,Alimiya
علوط,Alut
علوم,Ulum
علوى,Alevi
على آغا چيفتلكى,Aliağaçiftliği
على اغا چفتلكى,Aliağaçiftliği
على الشرق,Ali eş-Şarki
على الشرقى,Ali eş-Şarki
على الغربى,Ali el-Garbi
على بكه جه,Alibeyece
عليا,Ulya (Zaruşad'da)
علياباد,Aliabad (?)
عليشار,Alişar
عليقه,Ulleyka
عليقى,Aliki
عليكانلى,Alikanlı
عم ليله,Amm-i Leyle
عماديه,İmadiye
عماديّه,İmadiye
عماره,Amare
عمامر,Amamer
عمان,Amman
عمر,Ömer
عمران,Amran
عمران مع عيال بني يزيد,Amran maa Iyal-i Beni Yezid
عمرانلى,İmranlı
عمرانيه,İmraniye
عمرانيه و حرْبتينِيه,Ümraniye ve Harbetiniye
عمركان,Ömerkan
عمرلى,Ömerli
عمق,Amik
عمقى,Amiki
عمكى,Amiki
عمه,Amme
عموطقه,Amutka
عميق,Amik
عميق اباد,Amikabad
عميكى,Amiki
عنا,Ana
عنا وهيت,Ana ve Hit
عنانور,Ananur
عنتاب,Antab
عنزه,Aneze
عنس,Anis
عنطاليه,Antalya
عنك,Anek
عنه,Ana
عواكير,Avakir
عوحه,Avha
عورت آلان,Avratalan
عورت الان,Avratalan
عورت حصارى مع ناحيۀ كولرلى,Avrathisarı maa Nahiye-i Köleli (Gülerli)
عورت حصارى مع ناحيۀ كُولَرْلى,Avrathisarı maa Nahiye-i Köleli (Gülerli)
عولاق,Ulak
عونيه,Avniye
عوينه,Avine
عياش,Ayaş
عيان كولى,Ayangölü
عيانجق,Ayancık
عيش,Abeş
عين العروس,Aynülarus
عين ترازو,Ayn-ı Terazu
عين تقفش,Ayn-ı Takfeş
عين صدر,Aynsadr
عين عيسى,Ayn-ı İsa
عينتاب و تلبشار,Ayntab ve Tilbeşar
عيون,Uyun
عَقَرْقوف,Akarkuf
عَلاج,Alac
عُرْبانِ جانب الغرب,Urban-ı Canibülgarb
عُلَّيْقه,Ulleyka
عُلَّيْقَه,Ulleyka
عُوَينه,Uveyne
غابرووه,Gabrova
غابس,Gabis
غابله,Gabele
غات,Gat
غاجقه,Gaçka
غاجه,Gaça
غاربين,Garbin
غارديجقو,Gardiçko
غارديك,Gardik
غازى كرمان,Gazikirman
غازيلر اوا جغى,Gazilerovacığı
غاسقا,Gaska
غاغرى,Gagri
غالغوفجه,Galgofça
غالغوفچه,Galgofça
غامد,Gamid
غاواثى,Gavasi
غاواليانى,Gavalyani
غاوريون,Gavriyon
غايدارو,Gaydaro
غايدارونيس,Gaydaronis
غايدرونيزى,Gaydaronizi
غاچقه,Gaçka
غاچه,Gaça
غباغب,Gabagıb
غبان,Gobban
غبروه,Gabrova
غبله,Gabele
غبّان,Gobban
غجه قلعه,Ağcakale
غدامس,Gadamis
غدوه,Gadduva
غرا,Gra
غراداجاج,Gradaçaç
غراداجاچ,Gradaçaç
غراداچچ,Gradaçaç
غرادشقه,Gradişka
غرادشقي,Gradişka
غراديشقه,Gradişka
غرادچاج,Gradçaç
غرادچانيچه مع غرادچاچ,Gradçaniçe maa Gradçaç
غرارو,Gararo
غرازو,Garazo
غراف,Garraf
غراماتك,Gramatik
غراماتيك,Gramatik
غرامتيك,Gramatik
غرامسا,Gramisa
غرامش,Gramiş
غرانيوس,Graniyos
غرانيچه,Graniçe
غرانچه,Graniçe
غراهوه,Grahova
غراووزا,Gravuza
غرب,Garb
غرب ابي عسي,Garb-ı Ebi İsa
غرب اعلا,Garb-ı Ala
غرب اقصى,Garb-ı Aksa
غرب تحتانى,Garb-ı Tahtani
غرب جانبى عربانى,Garb Canibi Urbanı
غرب شمالى,Garb-ı Şimali
غرب فوقانى,Garb-ı Fevkani
غرب ميون,Garb-ı Miyun
غرب و عمركان,Garb ve Ömerkan
غربئ امد,Garbi-i Amid
غرباوه,Gırbava
غرباوچه,Gırbavçe
غربلان,Gırbelan
غربه و رحبه,Garbe ve Rahbe
غربى طوشان,Garbitavşan
غربى لبنان,Garbi Lübnan
غربيه,Garbiye
غرجان,Gariçan (Garican)
غرزان,Garzan
غرزان مع حصن كيف,Garzan maa Hısn-ı Keyf
غرغر,Gargar
غرغرم,Gurgurum
غرغروفچه,Gırgorofça
غرغورفچه,Gırgorofça
غرغوروفچه,Gırgorofça
غره بونه,Grabuna
غروچقه,Groçka
غريان,Garyan
غريلوسسا,Grilussa
غرّاف,Garraf
غرچيقه,Groçka (Groçika)
غرژغال,Garajgal
غزه,Gazze
غزه و رمله و مجدل,Gazze ve Remle ve Mecdel
غزه ورمله ومجدل,Gazze ve Remle ve Mecdel
غزّه,Gazze
غستوار,Gostivar
غسطا,Gusta
غسطون,Gastun
غطايى,Gatayi
غفاره (؟),Gıfara (?)
غفرياد,Gaferyad
غلارو,Glaro
غلارونيسى,Glaronisi
غلاسينچه,Glasinçe
غلاطه,Galata
غلام,Gulam
غلاموج,Glamoç
غلاموچ,Glamoç
غلاواش,Glavaş
غلطه,Galata
غلوحاويچه,Gluhaviçe
غلوس,Golos
غلوس مع ارغلاستى,Golos maa Argalasti
غلوسا,Glosa
غلوغوسقه,Glogoska
غلوغوفچه,Glogofça
غلوهاويجه,Gluhaviçe
غلوچاويجه,Gluçaviçe
غليته,Galite
غلُوصْ,Golos
غماس,Gammas
غنجه ايدين,Goncaaydın
غنم,Ganem
غواثى,Gavasi
غوبن,Guben
غوتا جيدان,Guta Cidan
غودارو,Godaro
غودوميليه,Godomilye
غور,Gavr
غورانجه,Gorance
غوراژده,Gorajde
غورغشفجه,Gorgoşofça
غوره,Gora
غوره مه,Gorama
غورونا,Guruna
غورچى,Gorçi
غورژده,Gorajde
غوزدانسقى,Gvozdanski
غوستنجقه,Gostençka
غوستنچقه,Gostençka
غوسطا,Gusta
غوسينه,Gusine
غوسينه مع ناحيۀ دربناق,Gusine maa Nahiye-i Drobnak (?)
غوشقواق,Koşukavak (Goşukavak)
غوشمانچه,Goşmaniçe
غوطه,Guta
غوطه و المرج,Guta ve'l-Merc
غولاق,Golak
غولاق بالا,Golak-ı Bala
غولباره,Golubara
غولت,Gulet
غولو,Golo
غومارا,Gumara
غوماره,Gumara
غونچه آيدين مع صارى شيخ,Goncaaydın maa Sarışeyh
غويساليچه,Goysaliçe
غَبْرُوَه,Gabrova
غَدَامِس,Gadamis
غَدْوه,Gadduva
غَرٌبِيّه,Garbiye
غُرْيان,Garyan
فات,Fatsa (Fat)
فاتر,Fatir
فاتسه,Fatsa
فاتسه مع صاتلمش,Fatsa maa Satılmış
فاجت,Facet
فارسكه,Fariske
فارسى,Farisi
فارماكوزا,Farmakoza
فاره,Fare
فاس,Fas
فاش,Faş
فاشر,Faşir
فاصللر,Fasıllar
فاصللو,Fasıllar (Fasıllı)
فاضللر,Fasıllar (Fazıllı)
فاكيه,Fakiye
فالقونرا,Falkonera
فالوجه,Faluce
فالچي مع هوش,Falçi maa Huş
فانو,Fano
فانى,Fani
فاو,Fav
فاوانيانا,Favanyana
فتح اسلام,Feth-i İslam
فتحيه,Fethiye
فتوح,Fütuh
فحران,Fahran
فخرى,Fahri
فرار,Ferar
فراشارى,Fraşari
فراغوستن,Fragostin
فراغوستين,Fragostin
فراغونيس,Faragonis
فراقين,Ferrakin
فرانسز,Fransız
فرانقونيس,Frankonis
فرانچه ولايتي,Françe Vilayeti
فرت,Fırt
فرتك,Fertek
فرح,Ferruh
فرحكرمان,Or
فرسان,Ferasan
فرسان صغير,Ferasan-ı Sagir
فرسان كبير,Ferasan-ı Kebir
فرشارى,Fraşari
فرط,Fırt
فرقى,Fırkı
فرموده,Fermude
فرموده و ابو الخير مع بوجاق,Fermude ve Ebulhayr maa Bucak
فرنس,Fırnıs
فرنك حصارى,Frenkhisarı
فرنك قستلى,Frenkkasteli
فرنيس,Fırnıs
فره,Fire
فره جك,Ferecik
فرور,Ferur
فريزويك,Firizovik
فزان,Fizan
فساطو,Fessatu
فسرك,Fisirik
فسريك,Fisirik
فسطو,Fessatu
فسلكا و كرمه,Feslikan (Fesleka) ve Gereme
فسلكان,Feslikan
فسول,Fasul (?)
فسيرك,Fisirik
فشنه,Feşne
فضللر,Fasıllar (Fazıllar)
فطيسه,Futayse
فقى دره سى,Fakıderesi
فكله مع اوسكودر,Fikle maa Üsküdar
فكه,Feke
فكورنيك,Fegivernik
فل نميت,Felnemit
فلات,Filat
فلبه,Filibe
فلبه مع ناحيۀ كوپسى,Filibe maa Nahiye-i Küpsi
فلبه مع نواحى,Filibe maa Nevahi
فلتوت,Feltot
فلجه تين,Felcetin
فلشمارت,Felşömart
فلشو صولنق,Felşösolnok
فلشوح,Felşöç (Felşöh (?))
فلك,Filek
فلكه,Felege
فلمنك ولايتي,Felemenk Vilayeti
فلناق,Felnak
فله,File
فلوجه,Felluce
فلوردين,Flordin
فلورنه,Florina
فلورينه,Florina
فلوميئا,Filomia
فليوس,Filyos
فليپ,Filip
فليپ ويل,Filipvil
فليپين اطه لرى,Filipin Adaları
فنار,Fener
فنار مع پارغه,Fener maa Parga
فنار و قرديجه,Fener ve Kardiçe
فنارس,Fenaris
فنارس مع افراز,Fenaris maa İfraz
فنارلك,Fenerlik
فناريس,Fenaris
فندقلى,Fındıklı
فندك,Findik
فنديك,Findik
فنغارى,Fengari
فنك,Fenk
فنكه,Finike
فنكه مع اكدير و قارديج,Finike maa İğdir ve Kardiç
فنكه و اكردير و قارديچ,Finike ve İğdir (Eğirdir) ve Kardiç
فنوقس پنائييا,Fenokas Panayiya
فنيكه,Finike
فهرطو,Feherto
فوباس,Fubas
فوتيانيسى اطه جغى,Fotiyanisi Adacığı
فوجه,Foça
فودوار,Födvar
فورمنترا,Formentera
فورنوز,Furnoz
فورنى,Furni
فورنيس,Furnis
فورور,Forur
فوشتان,Fuştan
فوطه,Fota
فوق الطّريق,Fevkattarik
فوكارد,Fogarad
فول,Fol
فونود,Fonod
فونيا,Foniya
فونيه,Foniya
فوچه,Foça
فوچه جديد,Foça-i Cedid
فوچه عتيق,Foça-i Atik
فوچه مع وينوغان,Foça maa Voynugan
فوچۀ جديد,Foça-i Cedid
فوچۀ عتيق,Foça-i Atik
فيتنى,Fitena
فيدوز,Fidoz
فيدونيسى,Fidonisi
فير,Fiyer
فيرزويك,Firizovik
فيروز,Firuz
فيروزلى,Firuzlu
فيزان,Fizan
فيلات,Filat
فيلم,Feylem
فيلنوس,Filnos
فيلورينه,Florina
فيليوس,Filyos
فيمناكى,Fiminaki
فينكه,Finike
فيوم,Feyyum
فيّوم,Feyyum
فَره جِك,Ferecik
فَساطو,Fessatu
فَشْنَه,Feşne
فَيُّوم,Feyyum
فُوباس,Fubas
فِنِكَه,Finike
قائدى,Kaidi
قائم,Kaim
قابتول,Kaptol
قابررا,Kabrera
قابره را,Kabrera
قاتاوولو,Katavolo
قاترو,Katro
قاتوخوريو,Katohoryo
قاتوش,Katoş
قاتوقفونيزى,Katokufonizi
قاتومه,Katuma
قاجاغانى,Kaçagani
قاجاغره لى,Kaçağralı
قاددو,Kaddu
قاديرغه,Kadırga
قارا,Kara
قاراووله,Karavola
قاراوى,Karavi
قارباس,Karpas
قارتاس,Kartas
قارتال مع آيدوس,Kartal maa Aydos
قارتل مع آيدوس,Kartal maa Aydos
قارتنه,Karitena
قارجكان,Karçikan
قارداميله,Kardamile
قارده ميله,Kardamile
قارديوتيرا,Kardiyotira
قارديچه,Kardiçe
قارش,Karaş
قارشديران,Karışdıran
قارشلئ كبير,Karşılı-i Kebir
قارشلى,Karşılı
قارشولئ صغير,Karşılı-i Sagir
قارشيلى,Karşılı
قارص مرعش,Kars-ı Maraş
قارص مع اندرين,Kars-ı Maraş (Kars) maa Andırın
قارصندى,Karsandı
قارصيندى,Karsandı
قارطوز مع كسمه,Kartoz maa Kesme
قارغين,Kargın
قارفى,Kafirni
قارقار,Karkar
قارلوفچه,Karlofça
قارلوه,Karlova
قارلى,Karlı
قارلى ايلى,Karlıili
قارلىِ ايلىِ,Karlıili
قارلي ايلى,Karlıili
قارلي ايلي,Karlıili
قارمارى,Karmarı
قاره,Kara
قاره كوى,Karaköy
قارو,Karu
قاروونا,Karvuna
قارى بازارى,Karıpazarı
قارى پازارى,Karıpazarı
قاريتنه,Karitena
قاريتين,Karyeteyn
