sample_no,doc_id,line_png,gt_file,token_index,osmanlica,gt_line
251,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-020.png,423004fa-5205-47a8-9713-37953b6b22b8-020.gt.txt,15,ایتدیریلمش,ایشبو تذكره معالی معلوم ثناوری اولارق موجبنجه نظارت جلیله خارجیهدن سفارتین مشارالیهمایه اشعار كیفیت ایتدیریلمش ایدی۔ بونك اوزرینه سفارتین مشارالیهما طرفلرندن فرانسه
252,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-006.png,423004fa-5205-47a8-9713-37953b6b22b8-006.gt.txt,28,استیضاحات,اثنای محاربهده تسهیل مخابرات ایچون اختراع اولونمش اولان تلغراف خطنه داعر روسیه و اوستوریه و فرانسه و انكلتره دولتلری نزدنده اتشهمیلترلك ماموریتلرنده بولونان اركان حربیه ضابطانندن اولان استیضاحات اوزرینه الینان تحریراتلر
253,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-008.png,675e3a55-9125-4502-8f60-b8a5ab6af227-008.gt.txt,12,شخصك,موجود ایسه عینا دكل ایسه ثمنا صاحب اولنه رد ایتدیرلدكدنصكره اول شخصك خلاف قانون حركته جسارتنه بناء ارباب مناصب و ماموریتدن ایسه خدمتندن
254,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-002.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-002.gt.txt,10,بختیاری,معدل نهار نصفت مكمل بهار شفقت ماه منیر سپهر بختیاری شاه سریر سروری و كامكاری متوسد جایكاه كیانی مستند چار بالش جهانبانی
255,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-020.png,423004fa-5205-47a8-9713-37953b6b22b8-020.gt.txt,22,فرانسه,ایشبو تذكره معالی معلوم ثناوری اولارق موجبنجه نظارت جلیله خارجیهدن سفارتین مشارالیهمایه اشعار كیفیت ایتدیریلمش ایدی۔ بونك اوزرینه سفارتین مشارالیهما طرفلرندن فرانسه
256,2d16a812-a123-4f29-9d3d-34d3c0be1498,2d16a812-a123-4f29-9d3d-34d3c0be1498-003.png,2d16a812-a123-4f29-9d3d-34d3c0be1498-003.gt.txt,3,امریقهلونك,بو یاقینلرده امریقهلونك بری بر دیكمك التی ایجاد ایدوب اوروپهیه كتیرمش و بو التله چوقا و مشین و امثالی شیلر دیكیلهبیلهجكندن فایدهلی مخترعات جدیدهدن بولونمش
257,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-020.png,423004fa-5205-47a8-9713-37953b6b22b8-020.gt.txt,13,اشعار,ایشبو تذكره معالی معلوم ثناوری اولارق موجبنجه نظارت جلیله خارجیهدن سفارتین مشارالیهمایه اشعار كیفیت ایتدیریلمش ایدی۔ بونك اوزرینه سفارتین مشارالیهما طرفلرندن فرانسه
258,ea15505d-d2a8-493f-99ea-6ea0e2615a09,ea15505d-d2a8-493f-99ea-6ea0e2615a09-001.png,ea15505d-d2a8-493f-99ea-6ea0e2615a09-001.gt.txt,6,مخدومی,بغداد مفتیسی الوس زاده افندینك مخدومی عبدالباقی افندینك ویرمش اولدیغی ایكی قطعه مذكرهسنده
259,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-008.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-008.gt.txt,8,بین,جامعه اسلامیه و فحوای (المومنونه اخوه) اقتضاسنجه بین الدولتین العلیتین یك جهتی و اتحادك استقراری و بین الحضرتین الفخمتین دركار
260,2d16a812-a123-4f29-9d3d-34d3c0be1498,2d16a812-a123-4f29-9d3d-34d3c0be1498-008.png,2d16a812-a123-4f29-9d3d-34d3c0be1498-008.gt.txt,23,عسكریجه,مذكورنك رسمیله استعمالنه دعیر تعریفاتنی خاوی فرانسزجه بر لایحه ویرمش اولمغن منظور علی نظارت پناهیلری بیورولماق اوزره لفا تقدیم قیلینمش و بونك عسكریجه
261,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-009.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-009.gt.txt,8,مودت,اولان علاقه محبت و مصافات و رابطه مودت و موالاتك استمراری اخص امال صدق اشتمال اولمقدن ناشی دایما تجدید لباس و داد و تمهید
262,88dc077b-d603-4af0-b3c1-0a6203f74ab2,88dc077b-d603-4af0-b3c1-0a6203f74ab2-003.png,88dc077b-d603-4af0-b3c1-0a6203f74ab2-003.gt.txt,20,سبیلی,اجتسار ایتمش اولان اشخاصدن سكز نفرینك تهمتلری تبین بونلرك تادیب و تربیهلریله برایت ذمتلری ظاهر اولان اوچ نفرینك تخلیه سبیلی
263,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-006.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-006.gt.txt,1,محبة,محبة منی) مطلعندن رونما و اهله ادله موالات و مواخاته براعة الاستهلال حقیقت انتما اولان شرایف تكریمات اخلاصكاری
264,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-014.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-014.gt.txt,14,تقریر,اكا ترفیق اولنمغله بلطفه تعالی اولطرف باهر الشرفه مواصلتنده بو بحثی شفاها دخی تقریر و كرك حدود ایشلرنده و كرك خصوصات سایرهیه
265,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-006.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-006.gt.txt,7,ادله,محبة منی) مطلعندن رونما و اهله ادله موالات و مواخاته براعة الاستهلال حقیقت انتما اولان شرایف تكریمات اخلاصكاری
266,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-013.png,675e3a55-9125-4502-8f60-b8a5ab6af227-013.gt.txt,15,معامله,ایتدیكی مبالغی تماما ایفا و سد ایدهجك موجودی اولمادیغی تقدیرده نفی و طرد ایله معامله اولنه
267,2d16a812-a123-4f29-9d3d-34d3c0be1498,2d16a812-a123-4f29-9d3d-34d3c0be1498-009.png,2d16a812-a123-4f29-9d3d-34d3c0be1498-009.gt.txt,9,یولده,و خلقجه بر كونه منفااتی اكلاشیلدیغی و بو یولده مرقومه بر امتیاز براتنك توجیهی تنسیب بویورولدیغی حالده كیفیتك سفارت سنیه طرفنه تحریر و ازباری مطلقا امر و اراده
268,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-006.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-006.gt.txt,18,اخلاصكاری,محبة منی) مطلعندن رونما و اهله ادله موالات و مواخاته براعة الاستهلال حقیقت انتما اولان شرایف تكریمات اخلاصكاری
269,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-009.png,423004fa-5205-47a8-9713-37953b6b22b8-009.gt.txt,17,متحرك,بیان اولونمش و مذكور مذكره لدالمتعه خلاصه مالالی مذكور اوچ نوع تلغرافدن بر نوعی اوردو ایله متحرك اولوب باش قوماندان ایله فرقه قوماندانلقلرینك مخابراتنه مخصوص اولدیغی كبی نوع دیكری میدان محاربه ایله ایلری
270,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-018.png,675e3a55-9125-4502-8f60-b8a5ab6af227-018.gt.txt,23,اشیانك,اولنان امتعه  و اشیا و الات و ادواتدن برینی عدم دقت و اهتمامدن ناشی تلف و ضایع ایتدیكی تحقق ایدر ایسه  اول اشیانك بهاسی جزا كندوسنه  تضمین
271,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-008.png,675e3a55-9125-4502-8f60-b8a5ab6af227-008.gt.txt,16,جسارتنه,موجود ایسه عینا دكل ایسه ثمنا صاحب اولنه رد ایتدیرلدكدنصكره اول شخصك خلاف قانون حركته جسارتنه بناء ارباب مناصب و ماموریتدن ایسه خدمتندن
272,2d16a812-a123-4f29-9d3d-34d3c0be1498,2d16a812-a123-4f29-9d3d-34d3c0be1498-003.png,2d16a812-a123-4f29-9d3d-34d3c0be1498-003.gt.txt,15,چوقا,بو یاقینلرده امریقهلونك بری بر دیكمك التی ایجاد ایدوب اوروپهیه كتیرمش و بو التله چوقا و مشین و امثالی شیلر دیكیلهبیلهجكندن فایدهلی مخترعات جدیدهدن بولونمش
273,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-009.png,423004fa-5205-47a8-9713-37953b6b22b8-009.gt.txt,11,نوع,بیان اولونمش و مذكور مذكره لدالمتعه خلاصه مالالی مذكور اوچ نوع تلغرافدن بر نوعی اوردو ایله متحرك اولوب باش قوماندان ایله فرقه قوماندانلقلرینك مخابراتنه مخصوص اولدیغی كبی نوع دیكری میدان محاربه ایله ایلری
274,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-003.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-003.gt.txt,10,كهف,ذو الدولت الراسحت والعزة الشامحت مالك ممالك ایران زمین كهف الاسلام والمسلمین جمیل الشیم جلیل الهمم دولت پناه سعادت دستكاه
275,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-015.png,423004fa-5205-47a8-9713-37953b6b22b8-015.gt.txt,12,امرده,مضبطه مذكوره مندراجتی پك یولونده و بجا كورونمش ایسه ده اول امرده اول صورتله كرك پاریسده بولونان طلبهدن تعین قیلیندیغی و كرك بوراجه مكتبدن مخرج مقتدر ضابطاندن برقاچ نفری مخصوصان كوندریلدیكی
276,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-015.png,423004fa-5205-47a8-9713-37953b6b22b8-015.gt.txt,5,یولونده,مضبطه مذكوره مندراجتی پك یولونده و بجا كورونمش ایسه ده اول امرده اول صورتله كرك پاریسده بولونان طلبهدن تعین قیلیندیغی و كرك بوراجه مكتبدن مخرج مقتدر ضابطاندن برقاچ نفری مخصوصان كوندریلدیكی
277,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-024.png,675e3a55-9125-4502-8f60-b8a5ab6af227-024.gt.txt,21,امور,دخی والی ایله مجلس احكام حامی قوسی اولهجغندن مجموع علما و امرا و مصالح میریهده قوللانیلان كافه مامورین و مستخدمین امور مامورهلرینه دایر
278,2d16a812-a123-4f29-9d3d-34d3c0be1498,2d16a812-a123-4f29-9d3d-34d3c0be1498-008.png,2d16a812-a123-4f29-9d3d-34d3c0be1498-008.gt.txt,5,تعریفاتنی,مذكورنك رسمیله استعمالنه دعیر تعریفاتنی خاوی فرانسزجه بر لایحه ویرمش اولمغن منظور علی نظارت پناهیلری بیورولماق اوزره لفا تقدیم قیلینمش و بونك عسكریجه
279,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-015.png,423004fa-5205-47a8-9713-37953b6b22b8-015.gt.txt,23,بوراجه,مضبطه مذكوره مندراجتی پك یولونده و بجا كورونمش ایسه ده اول امرده اول صورتله كرك پاریسده بولونان طلبهدن تعین قیلیندیغی و كرك بوراجه مكتبدن مخرج مقتدر ضابطاندن برقاچ نفری مخصوصان كوندریلدیكی
280,54ec03e8-858e-4976-9e36-f4a1945e5130,54ec03e8-858e-4976-9e36-f4a1945e5130-009.png,54ec03e8-858e-4976-9e36-f4a1945e5130-009.gt.txt,4,اقامت,كوپرو نام محلده اقامت و مرور و عبور ایدن ابنا سبیل و اولاقلره تسلیط ایلهدكلرینه بناء دیویلك
281,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-011.png,423004fa-5205-47a8-9713-37953b6b22b8-011.gt.txt,32,پروغراملرك,و استحضاری داعیره عسكریهجه مرتبه وجوبه منتهی و بونلرك صورت وضع و ترتیبلری و بولوكلرك تشكیلاتی محلیندن جلب اولونان لوایح و رسایلده و جهت فنیهسی دخی كچنلرده تخت اراده سنیذیه الینان پروغراملرك حكمت عسكریه
282,fa1bd90d-5fca-4e1f-a032-754c82a44fae,fa1bd90d-5fca-4e1f-a032-754c82a44fae-008.png,fa1bd90d-5fca-4e1f-a032-754c82a44fae-008.gt.txt,9,سیراننه,شو زمینڭ یوزینی یالدیزلایان  نازنین معجزاتی چون ملك سیراننه،
283,54ec03e8-858e-4976-9e36-f4a1945e5130,54ec03e8-858e-4976-9e36-f4a1945e5130-002.png,54ec03e8-858e-4976-9e36-f4a1945e5130-002.gt.txt,8,سوز,شقاوت-پیشه كندو حالنده اولمیوب عشیرت مزبور اشكیاسیندن سوز صاحبی حاج عمر و كورك اوغلی نام
284,fa1bd90d-5fca-4e1f-a032-754c82a44fae,fa1bd90d-5fca-4e1f-a032-754c82a44fae-006.png,fa1bd90d-5fca-4e1f-a032-754c82a44fae-006.gt.txt,7,دیرلر,هپ برابر نطقه كلمش، حق لسانیله دیرلر: بر قادر ذوالجلالڭ حشمت سلطاننه،
285,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-018.png,675e3a55-9125-4502-8f60-b8a5ab6af227-018.gt.txt,4,اشیا,اولنان امتعه  و اشیا و الات و ادواتدن برینی عدم دقت و اهتمامدن ناشی تلف و ضایع ایتدیكی تحقق ایدر ایسه  اول اشیانك بهاسی جزا كندوسنه  تضمین
286,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-009.png,675e3a55-9125-4502-8f60-b8a5ab6af227-009.gt.txt,6,طاقمدن,طرد و اخراج اولنوب بو طاقمدن اولمادیغی حالده  مملكتندن اخر محله  بر سنه  طورمق اوزره  نفی و تغریب قلنه
287,2d16a812-a123-4f29-9d3d-34d3c0be1498,2d16a812-a123-4f29-9d3d-34d3c0be1498-004.png,2d16a812-a123-4f29-9d3d-34d3c0be1498-004.gt.txt,1,اولدیغی,اولدیغی حسبیله تجربه اولوندكدن صوكره الت مذكورهیی یاپوب صاتمق اوزره اوستوریه و پروسیه و ایسوچ دولتلرنده مرقوم امریقهلیه امتیاز براتی ویریلمش و صنعتنی ممالك
288,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-012.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-012.gt.txt,7,اختصاصه,موضوع بحث اولان مدعای اخلاص و اختصاصه بر دلیل جدید كوسترلمشدر و بو كره اولجانب حقایق جالبه عودتنده بك دخی
289,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-000.png,675e3a55-9125-4502-8f60-b8a5ab6af227-000.gt.txt,15,كوره,یدنجی ماده الت جارحهدن معدود اولمیان شیلر ایله بربرلرینی ضربه جسارت ایدنلرك قباحتلری درجهسنه كوره اون بش كوندن اوج ماهه قدر حپس ایله
290,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-016.png,423004fa-5205-47a8-9713-37953b6b22b8-016.gt.txt,18,بعده,صورتده فرانسه و اوستوریه دولتلری تلغراف بولوكلرینه بالادخال تلغراف اصولنك اوكرتیلمسی قابل اولوب اولمایاجغنك بیلینمسی لاظیمدن اولدیغندن بعده ایجابی افاده اولونمق اوزره بو صورتله كوندریلهجك
291,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-019.png,675e3a55-9125-4502-8f60-b8a5ab6af227-019.gt.txt,7,طردی,ایتدیرلمسیله  بو مثللولرك مصلحتدن عزل و طردی دخی جایز اوله
292,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-001.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-001.gt.txt,3,كردون,عالی حضرت كردون رفعت كیوان منزلت خورشید طلعت جمشید منقبت فریدون فر همایون اثر مصدر اثار جلادت مظهر انوار جلالت
293,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-025.png,675e3a55-9125-4502-8f60-b8a5ab6af227-025.gt.txt,9,بریسنك,هر بر افعال و حركاتلرندن طولایی مسیول اولدقلرندن بریسنك مصلحت مامورهسنده تكاسلی رو نما اولور ایسه اقالیم مجلسلرنده ویاخود احكام مصریه
294,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-014.png,423004fa-5205-47a8-9713-37953b6b22b8-014.gt.txt,11,لدالحواله,اولاجغی افادهسندن عبارت بولونمش اولمقدن ناشی كیفیت دار شورای عسكریهیه لدالحواله اكرچی مذكور تلغرافلرك دركار اولان لزوم و محسناتنه نظرا بر ان اول بو اصوله اشنا مامور یتیشدیریلمسی درجه اهمیتده اولارق
295,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-020.png,675e3a55-9125-4502-8f60-b8a5ab6af227-020.gt.txt,15,ضامن,دردنجی ماده چونكه هر بر مامور مقبوضات و مدفوعاتندن طولایی مجلسجه مسیول و ضررینه ضامن اولهجغی مثللو معیتلرنده استخدام اولنهجق ادملرك
296,54ec03e8-858e-4976-9e36-f4a1945e5130,54ec03e8-858e-4976-9e36-f4a1945e5130-004.png,54ec03e8-858e-4976-9e36-f4a1945e5130-004.gt.txt,9,اكلی,مقاطعهسی قرالرینه تسلیط برله رعایا فقراسنك مزروعاتلرك حیواناته اكلی و پای-مال و بونك امثالی انواع
297,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-015.png,675e3a55-9125-4502-8f60-b8a5ab6af227-015.gt.txt,10,دفاتر,رویتنده و رجعه و سندات لازمهسیله مقابلهسنده و عموما دفاتر و محاسبات ایله مخزن و شونهلرك و مصالح سایرهنك حین تفتیشنده موجودات
298,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-010.png,423004fa-5205-47a8-9713-37953b6b22b8-010.gt.txt,27,نوعینك,قرهقوللر و مفرزهلر و كشف قوللرینه منحصر و نوع ثالثنك دارالحركات داخلنده بولونان درجه ثانیه نقطهسیله بالجمله نقط ساعیرهنك ادارهسنی قفیل بولوندیغی جهتلرله شو تلردن اوچ نوعینك دخی تشكیل
299,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-006.png,423004fa-5205-47a8-9713-37953b6b22b8-006.gt.txt,4,مخابرات,اثنای محاربهده تسهیل مخابرات ایچون اختراع اولونمش اولان تلغراف خطنه داعر روسیه و اوستوریه و فرانسه و انكلتره دولتلری نزدنده اتشهمیلترلك ماموریتلرنده بولونان اركان حربیه ضابطانندن اولان استیضاحات اوزرینه الینان تحریراتلر
300,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-007.png,423004fa-5205-47a8-9713-37953b6b22b8-007.gt.txt,19,ضمننده,مالالرینه نظرا مذكور تلغرافك اوچ قسم اولارق ایجاد اولوندیغی اكلاشیلدیغندن بونك لدالحاجه دولت عالیهجه دخی قوللانیلمق اوزره اعمالی ضمننده اوراق مورودهنك مكتب حربیه شاهانه مجلس معاریفنجه بالتدقیق انواع ثلاثه
301,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-012.png,423004fa-5205-47a8-9713-37953b6b22b8-012.gt.txt,11,مافه,قسمنده داخل اولمسیله بعدما طلبهیه تدریس اولوناجغی بدیهی اولوب مع مافه بو مثللو تطبیقات فنیهده حصول ممارسه و اقتدار استخدامه موقوف اولدیغندن پاریسده مكتب صنایع شاكردانندن اولوب ماكینه تحصیلنه
302,9b55f175-618f-4cf6-8ccf-8936d1cbff34,9b55f175-618f-4cf6-8ccf-8936d1cbff34-000.png,9b55f175-618f-4cf6-8ccf-8936d1cbff34-000.gt.txt,3,اعظمم,بنم وزیر اعظمم
303,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-012.png,423004fa-5205-47a8-9713-37953b6b22b8-012.gt.txt,5,طلبهیه,قسمنده داخل اولمسیله بعدما طلبهیه تدریس اولوناجغی بدیهی اولوب مع مافه بو مثللو تطبیقات فنیهده حصول ممارسه و اقتدار استخدامه موقوف اولدیغندن پاریسده مكتب صنایع شاكردانندن اولوب ماكینه تحصیلنه
304,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-010.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-010.gt.txt,5,تحریسندن,اساس اتحاد ایچون وسیله تحریسندن خالی اولمدیغم حالده عمزاده قاانیلری سعادت نصاب فخامت انتساب ایفای فریضه حج ایچون بو طرفلره كلوب
305,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-011.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-011.gt.txt,9,مشارالیهك,كیتمسی بو امنیه خیریهیه وسیله مناسبه اتخاذ ایدلمشدر مشارالیهك ذهاب و ایابنده (تحابی فی سبیل الله) وتیرهسنجه حقنده احترامات كامله اجراسیله
306,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-017.png,423004fa-5205-47a8-9713-37953b6b22b8-017.gt.txt,1,ضابطانك,ضابطانك مذكور بولوكلره قبول ایتدیریلمهسی ممكن اولوب اولامهیهجغنك پاریس و ویانه سفارت سنیهلرندن استعلامی خصوصنك حضور معالیموفور جناب صدارتپناهیلرینه عرض و اشعاری حربیه داعیرهسندن
307,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-008.png,423004fa-5205-47a8-9713-37953b6b22b8-008.gt.txt,6,قرارك,مذكورهدن برینه قرار ویریلهرك نتیجه قرارك بیلدیریلمسی حقنده مكاتب عسكریه نظارت بهیهسیله جریان ایدن مخابره اوزرینه یازیلان جوابده بو بابده جریان ایدن مذاكراتی متضمن مجلس مذكوردن تنظیم اولونان مذكرهنك ارسال قیلیندیغی
308,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-010.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-010.gt.txt,13,فخامت,اساس اتحاد ایچون وسیله تحریسندن خالی اولمدیغم حالده عمزاده قاانیلری سعادت نصاب فخامت انتساب ایفای فریضه حج ایچون بو طرفلره كلوب
309,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-016.png,675e3a55-9125-4502-8f60-b8a5ab6af227-016.gt.txt,21,قلنه,و مقبوضات و مدفوعاتدن بر كونه ارتقاب تبین ایلدیكی حالده ارتقاب ایدن ادمدن استرداد اولنوب تادیبی سرقت جزاسنه توفیقا اجرا قلنه و اصیل
310,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-006.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-006.gt.txt,17,تكریمات,محبة منی) مطلعندن رونما و اهله ادله موالات و مواخاته براعة الاستهلال حقیقت انتما اولان شرایف تكریمات اخلاصكاری
311,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-007.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-007.gt.txt,21,كه,و لطایف تعظیمات اختصاص شعاری اتحاف و اهدا اولندقدن صكره مدعای خلت و مصافات بو وجهله بیان و اثبات اولنور كه جهت
312,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-024.png,675e3a55-9125-4502-8f60-b8a5ab6af227-024.gt.txt,6,حامی,دخی والی ایله مجلس احكام حامی قوسی اولهجغندن مجموع علما و امرا و مصالح میریهده قوللانیلان كافه مامورین و مستخدمین امور مامورهلرینه دایر
313,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-005.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-005.gt.txt,9,غره,و خیم عمره و اقباله مویدة و دعایم غره و اجلاله مشیدة باتوفیقات السبحانیه والتاییدات الصمدانیه حضور قاانیلرینه (والقیت علیك
314,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-006.png,423004fa-5205-47a8-9713-37953b6b22b8-006.gt.txt,22,ماموریتلرنده,اثنای محاربهده تسهیل مخابرات ایچون اختراع اولونمش اولان تلغراف خطنه داعر روسیه و اوستوریه و فرانسه و انكلتره دولتلری نزدنده اتشهمیلترلك ماموریتلرنده بولونان اركان حربیه ضابطانندن اولان استیضاحات اوزرینه الینان تحریراتلر
315,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-021.png,423004fa-5205-47a8-9713-37953b6b22b8-021.gt.txt,11,صورتلرینك,و اوستوریه امور خارجیه نظارتلرینه تبلیغات لازیمه بالاجرا الینان جوابلر صورتلرینك كوندریلدیكنی خاوی وارد اولان ایكی قطعه تحریراتك صورتلری لفا و اوراق متفرعه ایله
316,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-006.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-006.gt.txt,8,موالات,محبة منی) مطلعندن رونما و اهله ادله موالات و مواخاته براعة الاستهلال حقیقت انتما اولان شرایف تكریمات اخلاصكاری
317,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-016.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-016.gt.txt,5,كیانیلری,اخبار صحت و سلامت كیانیلری ایله بو طرفی دخی حصه مند مسار ایتمك اوزره همان عودتنه رخصت ویرلمسی مرجو و متمنادر
318,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-025.png,675e3a55-9125-4502-8f60-b8a5ab6af227-025.gt.txt,1,هر,هر بر افعال و حركاتلرندن طولایی مسیول اولدقلرندن بریسنك مصلحت مامورهسنده تكاسلی رو نما اولور ایسه اقالیم مجلسلرنده ویاخود احكام مصریه
319,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-011.png,675e3a55-9125-4502-8f60-b8a5ab6af227-011.gt.txt,19,تحصیل,ویا اشیای سایرهدن اختلاسه یعنی اخذ و كتمه جسارت ایتمش اولدیغی علنا محاكمه اولنهرق ثبوت اولدیغی حالده كندوسندن تحصیل اولنه و اداسنده
320,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-017.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-017.gt.txt,13,ارالرینه,حدود مسیلهسنه كلینجه رای منیر مشكل كشا و ضمیر مهر نظیر عالم ارالرینه روشنادر كه تبعه ایرانیهدن اولان اكراد ایله دیكر صونف اهالی بیننده
